pwsid,name,state,counties_served,cities_served,population_served,service_connections,owner_type,source_water_type,violations_total_ever,violations_health_based_ever,violations_health_based_last5y,violations_health_based_currently_unaddressed,most_recent_violation_date,most_recent_health_violation_date,contaminants_ever_flagged,last_reported_date
NY5903432,IRVINGTON WATER SUPPLY,NY,Westchester,IRVINGTON (V),6631,1583,L,SWP,14,2,0,0,2015-01-05,2004-01-01,Lead and Copper Rule; Surface Water Treatment Rule,06/25/2026
FL3644123,VC/HALIFAX PLANTATION (WTP-8),FL,Volusia,ORMOND BEACH,6630,2451,L,GW,12,0,0,0,2021-01-06,,,05/18/2026
IL0971770,VOLO,IL,Lake,VOLO,6629,2195,L,SWP,34,7,0,0,2024-01-10,2018-01-01,Barium; Combined Radium (-226 and -228),05/27/2026
TX1700773,MONTGOMERY COUNTY MUD 119 SPRING TRAILS,TX,Montgomery,HOUSTON,6621,2207,L,GW,2,0,0,0,2015-01-10,,,06/26/2026
GA1570002,HOSCHTON WATER SYSTEM,GA,Jackson,HOSCHTON,6620,2578,L,SWP,25,3,0,0,2023-07-04,2007-01-12,Coliform (TCR); TTHM,06/12/2026
MI0007065,WHITE LAKE TOWNSHIP,MI,Oakland,WHITE LAKE,6619,2471,L,GW,11,1,0,0,2023-01-08,2009-01-10,Coliform (TCR),06/23/2026
TX2460110,BLOCK HOUSE MUD,TX,Williamson,LEANDER,6618,2206,L,SWP,5,0,0,0,2015-06-12,,,06/26/2026
TX1011242,MEMORIAL MUD,TX,Harris,SUGAR LAND,6615,1759,L,GW,17,0,0,0,2019-01-01,,,06/26/2026
NC0157015,"HIGHLANDS, TOWN OF",NC,Macon,HIGHLANDS,6614,2604,L,SW,78,5,3,0,2025-05-10,2025-05-10,LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),06/26/2026
TX1260001,CITY OF ALVARADO,TX,Johnson,ALVARADO,6614,2464,L,SWP,109,4,0,0,2027-06-12,2005-01-12,Coliform (TCR); Fluoride,06/26/2026
LA1011012,BEAUREGARD DISTRICT NO 2 WARD NO 5,LA,Beauregard Parish,SINGER,6613,1872,L,GW,15,10,0,0,2013-01-01,2012-01-01,Coliform (TCR),06/23/2026
IL0430552,IL AMERICAN-DUPAGE UTILITY,IL,DuPage,GODFREY,6613,1111,P,SWP,7,3,0,0,2008-01-09,2007-01-07,Coliform (TCR),05/27/2026
TX2430003,CITY OF IOWA PARK,TX,Wichita,IOWA PARK,6612,3181,L,SWP,7,0,0,0,2027-06-12,,,06/26/2026
TX1010548,HEATHERLOCH MUD,TX,Harris,HOUSTON,6612,2204,L,SWP,11,1,0,0,2017-01-07,2009-01-05,Coliform (TCR),06/26/2026
KY0990418,STANTON WATER WORKS,KY,Powell,STANTON,6611,2164,L,SWP,44,6,0,0,2027-04-01,2016-01-04,Coliform (TCR); Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),06/18/2026
NY1400433,EAST AURORA VILLAGE,NY,Erie,EAST AURORA (V),6610,2220,L,SWP,9,0,0,0,2022-06-05,,,06/25/2026
AR0000579,TUMBLING SHOALS WATER ASSOC,AR,Cleburne,TUMBLING SHOALS,6608,2637,L,SWP,3,1,0,0,2014-01-06,2014-01-06,Coliform (TCR),05/12/2026
TN0000135,OLD GAINESBORO ROAD U.D.,TN,Putnam,COOKEVILLE,6608,2788,L,SWP,13,1,0,0,2018-01-07,1998-01-11,Coliform (TCR),05/14/2026
OH0801011,MOUNT ORAB VILLAGE PWS,OH,Brown,MOUNT ORAB,6607,2541,L,SW,39,2,0,0,2025-02-07,2013-01-02,Surface Water Treatment Rule,05/15/2026
FL6080104,GASPARILLA ISLAND WATER ASSOC,FL,Charlotte,PLACIDA,6605,1791,P,GW,9,1,0,0,2024-01-01,1996-01-06,Coliform (TCR),05/18/2026
IL1135510,ILLINOIS STATE UNIVERSITY-NORMAL,IL,McLean,NORMAL,6600,100,S,GWP,27,2,0,0,2024-06-12,1995-12-01,Lead and Copper Rule,05/27/2026
MS0370001,ARNOLD LINE WATER ASSOCIATION,MS,Lamar,HATTIESBURG,6600,2500,M,GW,201,4,0,0,2024-01-01,2011-01-03,Coliform (TCR),05/18/2026
KY1190061,CAMPTON WATER SYSTEM,KY,Wolfe,CAMPTON,6600,2526,L,SW,115,42,0,0,2021-01-12,2018-01-04,"CARBON, TOTAL; Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",06/18/2026
WA5375560,SALLAL WATER ASSOCIATION INC,WA,King,North Bend,6600,2098,P,GW,15,5,0,0,2015-01-07,2006-01-01,Coliform (TCR),06/19/2026
MD0060003,TOWN OF HAMPSTEAD,MD,Carroll,HAMPSTEAD,6600,2184,L,GW,6,2,0,0,2015-01-01,2003-01-04,Nitrate,05/18/2026
NY5801258,WILLIAMSON TOWN WD,NY,Wayne,WILLIAMSON (T),6600,2770,L,SW,15,3,0,0,2025-01-07,2008-01-04,"CARBON, TOTAL; Coliform (TCR)",06/25/2026
IL0315860,LA GRANGE HIGHLANDS SANITARY DISTRICT,IL,Cook,LAGRANGE,6600,1808,L,SWP,4,0,0,0,2025-01-07,,,05/27/2026
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,CA,Kern,CHINA LAKE,6600,969,F,GW,17,8,0,0,2020-01-01,2013-01-08,Coliform (TCR),06/22/2026
NY4500177,MOREAU WD #2 (QUEENSBURY),NY,Saratoga,MOREAU (T),6600,2305,L,SWP,12,1,0,0,2020-01-09,2006-01-07,TTHM,06/25/2026
PA4410156,JERSEY SHORE AREA JNT WAT AUTH,PA,Lycoming,JERSEY SHORE,6600,2637,L,SW,254,21,0,0,2026-01-03,2018-01-01,"CARBON, TOTAL; Groundwater Rule; Surface Water Treatment Rule",06/15/2026
NJ1505003,SHORE WATER COMPANY,NJ,Ocean,BERKELEY TWP.-1505,6600,1272,P,GW,18,1,0,0,2020-01-07,2007-01-07,Coliform (TCR),06/30/2026
NJ1509001,HARVEY CEDARS WATER DEPT,NJ,Ocean,HARVEY CEDARS BORO-1509,6600,1178,L,GW,34,0,0,0,2026-06-12,,,06/30/2026
IL1170150,CARLINVILLE,IL,Macoupin,CARLINVILLE,6598,2880,L,SW,52,29,0,0,2023-01-04,2015-01-08,"Atrazine; CARBON, TOTAL; Chlorine dioxide; Chlorite; Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Total Haloacetic Acids (HAA5)",05/27/2026
PA3390044,CATASAUQUA MUN WATER WORKS,PA,Lehigh,CATASAUQUA,6598,2313,L,GW,53,2,0,0,2025-01-12,1993-01-05,Coliform (TCR),06/15/2026
IN5277009,INDIANA AMERICAN WATER - SULLIVAN,IN,Sullivan,TERRE HAUTE,6598,2639,P,GW,0,0,0,0,,,,06/30/2026
TX1011785,HORSEPEN BAYOU MUD,TX,Harris,HOUSTON,6597,2593,L,SWP,0,0,0,0,,,,06/26/2026
TX1012264,INTERSTATE MUD,TX,Harris,HOUSTON,6591,2197,L,GW,3,0,0,0,1991-01-06,,,06/26/2026
LA1039010,CITY OF VILLE PLATTE WATER SYSTEM,LA,Evangeline Parish,VILLE PLATTE,6590,3300,L,GW,21,7,1,1,2028-06-03,2028-06-03,Coliform (TCR); Groundwater Rule,06/23/2026
MS0440002,TOWN OF CALEDONIA,MS,Lowndes,CALEDONIA,6589,2320,L,GW,146,0,0,0,2024-01-01,,,05/18/2026
TX1012965,HARRIS COUNTY MUD 354,TX,Harris,HOUSTON,6588,2196,L,GWP,9,3,0,0,2018-07-03,2018-07-03,Coliform (TCR); Lead and Copper Rule,06/26/2026
KS2019113,"MULVANE, CITY OF",KS,Sumner,MULVANE,6587,2670,L,SWP,16,2,0,0,2012-01-09,2012-01-09,Coliform (TCR); Selenium,05/15/2026
OH7901612,TCMSD-WILKSHIRE HILLS PWS,,Tuscarawas,,6587,2259,P,GW,34,0,0,0,2008-01-09,,,05/15/2026
ND0200958,VALLEY CITY CITY OF,ND,Barnes,VALLEY CITY,6585,3230,L,SW,7,7,0,0,2005-01-10,2005-01-10,Surface Water Treatment Rule; TTHM,06/29/2026
IL0190450,MAHOMET,IL,Champaign,MAHOMET,6580,2600,L,GW,9,2,0,0,2025-01-02,2000-01-09,Coliform (TCR); Lead and Copper Rule,05/27/2026
KS2015103,"PRATT, CITY OF",KS,Pratt,PRATT,6573,3527,L,GW,20,8,7,0,2026-01-01,2026-01-01,Nitrate,05/15/2026
UTAH02019,PERRY CITY,UT,Box Elder,PERRY,6570,1814,L,GW,17,2,0,0,2017-01-10,2008-01-11,Coliform (TCR),06/17/2026
GA1650000,MILLEN,GA,Jenkins,MILLEN,6569,2025,L,GW,79,2,0,0,2025-01-10,2008-01-12,Coliform (TCR),06/12/2026
VA2530125,"BUENA VISTA, CITY OF",VA,,BUENA VISTA CITY,6566,2640,L,GU,12,4,0,0,2023-01-08,1999-01-08,Coliform (TCR),05/19/2026
IL0971950,WINTHROP HARBOR,IL,Lake,WINTHROP HARBOR,6565,2172,L,SWP,41,7,0,0,2026-01-01,2007-01-09,Coliform (TCR),05/27/2026
TX1700118,MONTGOMERY COUNTY MUD 15,TX,Montgomery,HOUSTON,6564,4333,L,GW,5,0,0,0,2023-06-12,,,06/26/2026
MN1860007,Delano Municipal Utilities,MN,Wright,Delano,6564,2186,L,GW,6,0,0,0,2020-01-04,,,05/28/2026
IL0890300,ELBURN,IL,Kane,ELBURN,6559,2614,L,GW,37,29,0,0,2007-01-07,2006-01-07,"Barium; Combined Radium (-226 and -228); Gross Alpha, Excl. Radon and U",05/27/2026
TX1010113,HARRIS COUNTY WCID 84,TX,Harris,HOUSTON,6552,2184,L,SWP,1,0,0,0,,,,06/26/2026
NE3103701,"SCHUYLER, CITY OF",NE,Colfax,SCHUYLER,6547,1699,L,GW,21,21,0,0,2015-01-10,2015-01-10,"Coliform (TCR); Combined Uranium; Gross Alpha, Excl. Radon and U; Nitrate; Nitrate-Nitrite",06/30/2026
TX1011718,MISSION BEND MUD 1,TX,Harris,HOUSTON,6546,2507,L,GW,6,0,0,0,2025-05-12,,,06/26/2026
TX1750012,CHATFIELD WSC,TX,Navarro,POWELL,6546,2291,L,SWP,7,4,0,0,2025-01-07,2016-01-07,Coliform (TCR); TTHM,06/26/2026
NC0241030,"JAMESTOWN, TOWN OF",NC,Guilford,JAMESTOWN,6543,2781,L,SWP,21,3,0,0,2024-01-10,2011-01-07,Coliform (TCR); TTHM,06/26/2026
NY4500162,BALLSTON SPA VILLAGE,NY,Saratoga,BALLSTON SPA (V),6541,2445,L,GW,48,1,0,0,2020-01-09,2009-01-06,Coliform (TCR),06/25/2026
OH6001411,MAYSVILLE REGIONAL WATER,OH,Muskingum,WHITE COTTAGE,6540,2414,P,GWP,111,48,15,0,2027-07-02,2026-01-01,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; TTHM,05/15/2026
TX0920016,LIBERTY CITY WSC,TX,Gregg,KILGORE,6540,2180,L,GW,6,2,0,0,2018-06-12,2005-01-04,TTHM,06/26/2026
IL0730500,GENESEO,IL,Henry,GENESEO,6539,3409,L,GW,8,0,0,0,2019-06-12,,,05/27/2026
041200001,SEMINOLE - BRIGHTON RESERVATION,FL,,HOLLYWOOD,6538,699,N,GW,21,14,0,0,2013-01-12,2008-01-04,TTHM; Total Haloacetic Acids (HAA5),05/19/2026
IN5251003,"NAVAL WEAPONS STATION, CRANE",IN,Martin,CRANE,6538,274,F,SW,35,9,0,0,2019-01-06,2019-01-06,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; TTHM,06/30/2026
VA1155150,DUBLIN TOWN OF,VA,Pulaski,DUBLIN,6538,2725,L,SWP,1,1,0,0,2008-01-04,2008-01-04,TTHM,05/19/2026
KY0810366,WESTERN LEWIS RECTORVILLE WATER DISTRICT,KY,Mason,MAYSVILLE,6534,2534,L,SWP,45,0,0,0,2013-05-01,,,06/18/2026
IA7770050,POLK CITY WATER SUPPLY,IA,Polk,POLK CITY,6533,2670,L,SWP,2,0,0,0,2000-01-07,,,06/17/2026
PA2520037,AQUA PA FAWN LAKE FOREST,PA,Pike,HONESDALE,6533,2615,P,GW,47,6,0,0,2024-01-07,2021-01-03,Groundwater Rule,06/15/2026
IL1990150,CARTERVILLE,IL,Williamson,CARTERVILLE,6528,2566,L,SWP,11,0,0,0,2025-01-04,,,05/27/2026
IN5219007,HUNTINGBURG MUNICIPAL WATER,IN,Dubois,HUNTINGBURG,6526,2692,L,SW,79,5,1,0,2024-01-01,2024-01-01,"CARBON, TOTAL; Total Haloacetic Acids (HAA5)",06/30/2026
MA1223000,ORANGE WATER DEPT,MA,Franklin,ORANGE,6526,1886,L,SWP,6,5,0,0,2015-01-10,2015-01-10,Coliform (TCR),06/22/2026
084690474,KYLE WATER SYSTEM,SD,,PINE RIDGE,6526,986,N,SWP,33,3,0,0,2018-02-08,2018-02-08,Coliform (TCR); Groundwater Rule,06/29/2026
CO0162486,LOCHBUIE TOWN OF,CO,Weld,LOCHBUIE,6518,2688,L,GW,40,1,0,0,2022-01-01,1996-01-07,Coliform (TCR),06/17/2026
TX2430006,WICHITA VALLEY WSC,TX,Wichita,HOLLIDAY,6516,2539,L,SW,7,4,0,0,2025-01-07,2007-01-01,TTHM; Total Haloacetic Acids (HAA5),06/26/2026
HI0000132,SOUTH KONA,HI,Hawaii,SOUTH KONA,6512,2412,L,GW,1,0,0,0,,,,06/03/2026
MI0003390,IRA TOWNSHIP,MI,St. Clair,IRA,6510,1399,L,SW,2,0,0,0,2020-01-11,,,06/23/2026
MA3116000,GROVELAND WATER DEPARTMENT,MA,Essex,GROVELAND,6508,2001,L,GW,38,3,0,0,2013-01-06,2002-01-10,Coliform (TCR),06/22/2026
OH6203211,PORT CLINTON CITY,OH,Ottawa,PORT CLINTON,6500,2752,L,SWP,11,1,0,0,2022-04-01,1996-01-01,Surface Water Treatment Rule,05/15/2026
IL0375500,NORTHERN ILLINOIS UNIVERSITY-DEKALB,IL,DeKalb,DEKALB,6500,70,S,GWP,10,1,0,0,2014-01-07,1992-07-12,Lead and Copper Rule,05/27/2026
OH0700011,BARNESVILLE,OH,Belmont,BARNESVILLE,6500,2368,P,SW,29,4,0,0,2025-02-07,2008-01-06,Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule,05/15/2026
PA5650049,DERRY BORO MUNI AUTH,PA,Westmoreland,DERRY,6500,2538,L,SW,142,1,0,0,2025-01-04,1987-02-08,Mercury,06/15/2026
UTAH11004,ENOCH CITY WATER SYSTEM,UT,Iron,CEDAR CITY,6500,2491,L,GW,297,7,0,0,2024-01-11,2020-08-10,Coliform (TCR); Groundwater Rule; Nitrate; Revised Total Coliform Rule,06/17/2026
OH4801503,WATERVILLE CITY,OH,Lucas,WATERVILLE,6500,3267,L,SWP,6,0,0,0,2025-10-11,,,05/15/2026
PA4070021,TYRONE BORO WATER AUTH,PA,Blair,TYRONE,6500,2450,L,SW,33,1,0,0,2018-01-04,1995-01-06,Surface Water Treatment Rule,06/15/2026
FL2020204,CITY OF MACCLENNY,FL,Baker,MACCLENNY,6500,2486,L,GW,20,5,0,0,2021-01-03,2009-01-01,Coliform (TCR); Di(2-ethylhexyl) phthalate,05/18/2026
NH1381010,LITTLETON WATER AND LIGHT,NH,Grafton,LITTLETON,6500,1900,L,SW,79,16,0,0,2026-01-01,2006-01-01,Coliform (TCR); Surface Water Treatment Rule; TTHM,06/23/2026
PA4110027,PORTAGE BORO MUNI AUTH,PA,Cambria,PORTAGE,6500,3499,L,SW,267,7,3,0,2025-01-01,2024-08-09,"CARBON, TOTAL; Groundwater Rule; Surface Water Treatment Rule",06/15/2026
NY3600600,MEDINA VILLAGE,NY,Orleans,MEDINA (V),6500,2690,L,SWP,10,0,0,0,2022-01-10,,,06/25/2026
IN5240008,NORTH VERNON WATER DEPARTMENT,IN,Jennings,NORTH VERNON,6500,2600,L,SW,206,60,5,0,2025-01-10,2023-09-01,Groundwater Rule; Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/30/2026
CA2710020,PSMCSD - PAJARO,CA,Monterey,ROYAL OAKS,6500,463,L,GW,3,0,0,0,2006-01-01,,,06/22/2026
CO0121800,STRATMOOR HILLS WSD,CO,El Paso,COLORADO SPRINGS,6500,2200,L,SWP,139,4,1,0,2025-03-06,2025-03-06,Coliform (TCR); Stage 1 Disinfectants and Disinfection Byproducts Rule,06/17/2026
KY1030480,MOREHEAD STATE UNIVERSITY,KY,Rowan,MOREHEAD,6500,36,S,SW,93,24,0,0,2016-01-08,2011-01-10,"CARBON, TOTAL; Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5)",06/18/2026
PA5040039,MONACA BORO WATER DEPT,PA,Beaver,MONACA,6500,2523,L,GW,136,4,1,0,2025-01-09,2023-07-08,Groundwater Rule; Revised Total Coliform Rule,06/15/2026
MA2019001,DEVENS  MASSDEVELOPMENT,MA,Middlesex,AYER,6500,413,S,GW,39,2,0,0,2021-01-08,2016-01-03,Coliform (TCR),06/22/2026
FL5364145,TOWN OF FORT MYERS BEACH (BEACH WATER),FL,Lee,FORT MYERS BEACH,6499,3095,L,SWP,5,1,0,0,2022-01-01,2002-01-08,Coliform (TCR),05/18/2026
CA2010010,MADERA VALLEY WATER COMPANY,CA,Madera,MADERA,6494,2008,P,GW,7,4,0,0,2006-01-12,2002-01-05,Coliform (TCR),06/22/2026
OR4100811,"SHERIDAN, CITY OF",OR,Yamhill,SHERIDAN,6494,1642,L,SW,102,0,0,0,2025-01-07,,,06/26/2026
OH8503012,RITTMAN CITY PWS,OH,Wayne,RITTMAN,6491,3000,L,GW,39,4,0,0,2026-01-01,2014-01-01,Coliform (TCR),05/15/2026
AZ0407070,SUNRISE WATER COMPANY,AZ,Maricopa,PEORIA,6490,2187,M,GW,46,1,0,0,2024-01-01,2016-01-01,Coliform (TCR),05/14/2026
GA3170002,WASHINGTON,GA,Wilkes,WASHINGTON,6490,2395,L,SW,15,11,4,0,2025-01-07,2025-01-07,Coliform (TCR); Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),06/12/2026
LA1047002,INTRACOASTAL WATER SYSTEM WEST,LA,Iberville Parish,PLAQUEMINE,6489,2155,L,SW,25,18,12,0,2023-01-12,2023-01-12,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/23/2026
NV0002216,DOUGLAS COUNTY CARSON VALLEY SYSTEM,NV,Douglas,MINDEN,6488,3133,L,GW,20,8,0,0,2010-01-12,2010-01-12,Arsenic; Coliform (TCR),06/17/2026
TX0430045,CITY OF PARKER,TX,Collin,PARKER,6486,2162,L,SWP,24,0,0,0,2020-01-10,,,06/26/2026
NY5903433,LARCHMONT VILLAGE,NY,Westchester,LARCHMONT (V),6485,1740,L,SWP,5,0,0,0,2021-01-01,,,06/25/2026
MO2024500,CANNON PWSD 1,MO,Ralls,PERRY,6482,3182,L,SWP,4,0,0,0,2024-01-10,,,06/16/2026
AZ0407045,WICKENBURG TOWN OF,AZ,Maricopa,WICKENBURG,6481,2769,L,GW,208,9,0,0,2027-07-07,2005-01-08,Coliform (TCR); Fluoride,05/14/2026
PA7670061,VEOLIA NEWBERRY SYSTEM,PA,York,HARRISBURG,6480,2485,P,GW,3,0,0,0,2002-01-07,,,06/15/2026
OK1021611,VINITA UTILITIES AUTHORITY,OK,Craig,VINITA,6472,3500,L,SW,80,57,5,0,2027-06-06,2025-05-10,"CARBON, TOTAL; Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",05/13/2026
HI0000357,NCTAMS EASTPAC,HI,Honolulu,WAHIAWA,6470,186,F,GW,2,0,0,0,2008-01-01,,,06/03/2026
MI0003440,ISHPEMING,MI,Marquette,ISHPEMING,6470,2638,L,GWP,3,0,0,0,2018-01-11,,,06/23/2026
TX0920006,CITY OF WHITE OAK,TX,Gregg,WHITE OAK,6469,2643,L,SW,7,1,0,0,2025-02-07,2008-01-08,Coliform (TCR),06/26/2026
OR4100113,ROATS WATER SYSTEM,OR,Deschutes,BEND,6469,2588,P,GW,18,2,0,0,2026-01-02,2012-01-10,Coliform (TCR),06/26/2026
AL0001211,SPRINGVILLE WATER WORKS,AL,St. Clair,SPRINGVILLE,6468,2156,L,SWP,7,0,0,0,2022-01-01,,,05/18/2026
KS2004112,"ABILENE, CITY OF",KS,Dickinson,ABILENE,6468,2861,L,GU,37,17,0,0,2023-01-03,1998-01-07,Nitrate,05/15/2026
HI0000112,OLAA-MOUNTAIN VIEW,HI,Hawaii,OLAA-MT.VIEW,6467,2395,L,GW,0,0,0,0,,,,06/03/2026
LA1097012,PLAISANCE WATER SYSTEM,LA,St. Landry Parish,OPELOUSAS,6465,2155,P,GW,18,7,0,0,2024-01-07,2019-04-11,Coliform (TCR); Groundwater Rule,06/23/2026
AL0000578,GLENCOE WATER WORKS BOARD,AL,Etowah,GLENCOE,6465,2155,L,GW,26,0,0,0,2007-01-01,,,05/18/2026
FL6511311,ORANGEWOOD WATER SYSTEM,FL,Pasco,HOLIDAY,6464,1847,L,GW,29,1,0,0,2026-01-03,1996-01-10,Nitrite,05/18/2026
TN0000037,UNION FORK-BAKEWELL U.D.,TN,Hamilton,BAKEWELL,6464,2716,L,GW,11,0,0,0,2025-01-07,,,05/14/2026
NJ1427017,NJ AMERICAN WATER - ITC,NJ,Morris,MOUNT OLIVE TWP.-1427,6463,295,P,GW,4,0,0,0,2017-01-01,,,06/30/2026
IA2503003,ADEL MUNICIPAL WATER WORKS,IA,Dallas,ADEL,6461,2190,L,GW,13,2,0,0,2001-01-10,1997-01-12,Coliform (TCR); Fluoride,06/17/2026
OH7300903,SCIOTO WATER INC.-SUGAR CAMP,OH,Scioto,FRANKLIN FURNACE,6458,2691,P,GW,9,1,0,0,2025-02-07,2001-01-09,Coliform (TCR),05/15/2026
KS2001526,BUTLER CO RWD 5,KS,Butler,BENTON,6457,2180,L,SWP,6,1,0,0,2020-01-04,2007-01-10,Coliform (TCR),05/15/2026
KS2009104,JOHNSON CO RWD 7,KS,Johnson,GARDNER,6457,3247,L,SWP,6,1,0,0,2014-01-10,2009-01-02,Coliform (TCR),05/15/2026
KY0120039,BRACKEN COUNTY WATER DISTRICT,KY,Bracken,BROOKSVILLE,6456,2400,L,GWP,17,0,0,0,2017-01-07,,,06/18/2026
TX1290053,KAUFMAN COUNTY MUD 14,TX,Kaufman,DALLAS,6456,2152,L,SWP,4,0,0,0,2018-01-03,,,06/26/2026
MO3024052,BOONE COUNTY PWSD 4,MO,Boone,HALLSVILLE,6455,3117,L,GW,5,2,0,0,2013-01-07,2002-01-01,Coliform (TCR),06/16/2026
MS0550001,CENTER W/A-CAESAR SYSTEM,MS,Pearl River,CARRIERE,6455,2459,M,GW,268,0,0,0,2012-01-10,,,05/18/2026
SD4600431,KINGBROOK I RURAL WATER SYSTEM,SD,Brookings,ARLINGTON,6455,2750,P,GWP,4,0,0,0,1992-01-12,,,06/17/2026
TX1280002,CITY OF KENEDY,TX,Karnes,KENEDY,6454,2910,L,GW,38,14,1,0,2026-06-12,2025-05-10,Arsenic; LEAD AND COPPER RULE REVISIONS,06/26/2026
GA0110026,BANKS CO - MOUNTAIN CREEK,GA,Banks,HOMER,6453,2701,L,SW,7,0,0,0,2015-01-07,,,06/12/2026
TN0000183,DECATUR WATER DEPT,TN,Meigs,DECATUR,6451,2699,L,GU,44,42,0,0,1997-01-10,1997-01-10,Surface Water Treatment Rule,05/14/2026
TX0790332,BIG OAKS MUD,TX,Fort Bend,HOUSTON,6450,2150,L,SWP,5,0,0,0,2025-01-07,,,06/26/2026
KS2004511,"EUDORA, CITY OF",KS,Douglas,EUDORA,6449,2372,L,GW,4,0,0,0,2025-02-07,,,05/15/2026
CA0610002,CITY OF COLUSA,CA,Colusa,COLUSA,6447,2276,L,GW,4,1,0,0,2022-01-03,1993-01-12,Coliform (TCR),06/22/2026
PR0004604,EXPERIMENTAL,PR,Juana Diaz Municipio,JUANA DIAZ,6445,2414,L,GW,44,2,0,0,2024-01-04,2003-01-06,Nitrate,06/05/2026
SC3710001,SALEM TOWN OF (SC3710001),SC,Oconee,SALEM,6444,2774,L,SWP,44,2,0,0,2025-08-08,2007-01-04,Benzene; Lead and Copper Rule,06/29/2026
MS0500004,CENTRAL W/A-EAST SIDE,MS,Neshoba,PHILADELPHIA,6442,2440,M,GW,76,1,0,0,2024-01-01,2000-06-11,Coliform (TCR),05/18/2026
TX0920001,CITY OF GLADEWATER,TX,Gregg,GLADEWATER,6441,3111,L,SW,111,44,9,1,2027-09-02,2026-01-01,Interim Enhanced Surface Water Treatment Rule; LEAD AND COPPER RULE REVISIONS; Lead and Copper Rule; TTHM; Total Haloacetic Acids (HAA5),06/26/2026
OH8400012,BELPRE CITY PWS,OH,Washington,BELPRE,6441,3200,L,GW,40,4,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,05/15/2026
TX0790489,SIENNA MUD 4,TX,Fort Bend,HOUSTON,6435,2145,L,GWP,17,0,0,0,2025-01-11,,,06/26/2026
TX1700779,MONTGOMERY COUNTY MUD 95,TX,Montgomery,HOUSTON,6435,2145,L,SWP,3,0,0,0,2022-07-06,,,06/26/2026
WA5390250,UNION GAP WATER,WA,Yakima,Union Gap,6433,1981,L,GW,24,5,0,0,2017-01-12,2005-01-02,Coliform (TCR),06/19/2026
PA7220036,PA AMERICAN WATER STEELTON,PA,Dauphin,HUMMELSTOWN,6428,2455,L,SW,65,34,0,0,2018-01-10,2018-01-01,Interim Enhanced Surface Water Treatment Rule; Revised Total Coliform Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5),06/15/2026
GA2050001,CAMILLA,GA,Mitchell,CAMILLA,6428,2769,L,GW,22,2,0,0,2018-01-10,2009-01-08,Coliform (TCR),06/12/2026
MO1024428,NODAWAY COUNTY PWSD 1,MO,Nodaway,MARYVILLE,6428,2865,L,SWP,3,1,0,0,2015-01-10,2015-01-10,Coliform (TCR),06/16/2026
GA2110002,MADISON,GA,Morgan,MADISON,6427,2472,L,SW,6,3,3,0,2024-01-10,2024-01-10,Total Haloacetic Acids (HAA5),06/12/2026
OK2006969,STEPHENS CO RWD #5,OK,Stephens,MARLOW,6426,2222,L,SWP,17,8,1,0,2026-08-11,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; TTHM,05/13/2026
IL0075050,AQUA ILLINOIS-CANDLEWICK DVN,IL,Boone,GLENVIEW,6426,1845,P,GW,22,0,0,0,1994-01-10,,,05/27/2026
IN5265006,MOUNT VERNON WATER WORKS,IN,Posey,MOUNT VERNON,6426,2400,L,SW,186,37,0,0,2026-01-01,2012-01-04,"CARBON, TOTAL; Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",06/30/2026
CO0121175,DONALA WSD,CO,El Paso,COLORADO SPRINGS,6421,2674,L,SWP,72,5,2,0,2024-06-10,2022-01-04,Combined Radium (-226 and -228),06/17/2026
IL0310570,COUNTRYSIDE,IL,Cook,COUNTRYSIDE,6420,1578,L,SWP,7,0,0,0,2025-01-07,,,05/27/2026
WI2680239,TOWN OF BROOKFIELD SAN DIST 4,WI,Waukesha,BROOKFIELD,6419,2377,L,GW,60,0,0,0,2022-01-09,,,05/29/2026
IN5215001,AURORA UTILITIES,IN,Dearborn,AURORA,6415,2566,L,GW,33,1,0,0,1997-01-05,1996-01-10,Coliform (TCR),06/30/2026
